season,event,team,player,games_played,wins,loses,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
11,Play in,DetonatioN_FocusMe,Gaeng,5,4,1,80,0.8,2.4,10.8,4.83,30.6,0.95,7.8,243,3700,114,70.7,4.9,13.1
11,Play in,DetonatioN_FocusMe,Steal,5,4,1,80,4.2,1.4,6.4,7.57,184.2,5.73,11.5,358,12100,378,64.6,25.6,19.3
11,Play in,DetonatioN_FocusMe,Yutapon,5,4,1,80,5,0.8,6.4,14.25,317.8,9.89,15.1,470,15000,468,69.5,30.5,25.3
11,Play in,Galatasaray_Esports,Alive,9,4,5,44.4,4,3.67,3.78,2.12,303.89,9.31,13.7,419,15900,488,56.5,29,23.8
11,Play in,Galatasaray_Esports,Bolulu,9,4,5,44.4,2.67,2.44,6.56,3.77,255,7.81,12.6,386,15500,474,66.9,19.4,21.9
11,Play in,Galatasaray_Esports,Crazy,9,4,5,44.4,2.89,3.11,5.22,2.61,240.78,7.37,12.7,389,17400,531,58.9,21,22.1
11,Play in,Galatasaray_Esports,Mojito,9,4,5,44.4,3.44,4.67,5.11,1.83,187.78,5.75,11.1,340,11900,366,62.1,25,19.3
11,Play in,Galatasaray_Esports,Zergsting,9,4,5,44.4,0.78,4.78,7.78,1.79,34,1.04,7.5,230,5100,156,62.1,5.6,13
11,Play in,Hanwha_Life_Esports,Chovy,7,6,1,85.7,2.29,1.29,4.86,5.56,299.71,10.22,13.2,451,18200,620,43.9,14,23
11,Play in,Hanwha_Life_Esports,Deft,7,6,1,85.7,5.43,1.57,5.14,6.73,278.43,9.49,13.5,461,22800,777,64.9,33.3,23.5
11,Play in,Hanwha_Life_Esports,Morgan,7,6,1,85.7,2.71,2.14,5.29,3.73,256.71,8.75,12.4,422,13800,469,49.1,16.7,21.5
11,Play in,Hanwha_Life_Esports,Vsta,7,6,1,85.7,0.86,2.14,9.29,4.73,35.86,1.22,7.2,247,4900,166,62.3,5.3,12.6
11,Play in,Hanwha_Life_Esports,Willer,7,6,1,85.7,5,2,6.71,5.86,178.86,6.1,11.2,380,11600,397,71.9,30.7,19.4
11,Play in,INFINITY,Ackerman,4,0,4,0,0,2.5,5.5,2.2,33.75,1.11,6.3,208,4500,146,64.7,0,13.2
11,Play in,INFINITY,Buggax,4,0,4,0,4.5,3,1,1.83,243.75,8,11.8,386,19400,635,64.7,52.9,24.5
11,Play in,INFINITY,cody,4,0,4,0,1,4.75,3.75,1,194.75,6.39,9.2,303,12700,416,55.9,11.8,19.3
11,Play in,INFINITY,SolidSnake,4,0,4,0,1.25,4.25,4.5,1.35,169,5.54,9.1,299,7800,258,67.6,14.7,19
11,Play in,INFINITY,Whitelotus,4,0,4,0,1.75,2.75,3.25,1.82,286,9.38,11.5,378,12100,396,58.8,20.6,24
11,Play in,LNG_Esports,Ale,4,4,0,100,6.5,0.75,4,14,277.5,9.39,15.1,512,20100,680,60.9,37.7,25.8
11,Play in,LNG_Esports,icon,4,4,0,100,2.25,1.25,6.5,7,265.75,9,11.8,399,18400,624,50.7,13,20.1
11,Play in,LNG_Esports,Iwandy,4,4,0,100,0.75,0.5,9,19.5,39.75,1.35,7.3,248,3600,124,56.5,4.3,12.5
11,Play in,LNG_Esports,Light,4,4,0,100,4,0.5,5,18,290,9.82,13.4,455,17500,594,52.2,23.2,22.9
11,Play in,LNG_Esports,Tarzan,4,4,0,100,3.75,1.5,6.5,6.83,192.75,6.53,11,372,13200,447,59.4,21.7,18.8
11,Play in,PEACE__28-Oceanic_Team_29-,Aladoric,12,5,7,41.7,0.75,2.75,9,3.55,34.5,1.27,6.6,242,4200,155,69.2,5.3,13.5
11,Play in,PEACE__28-Oceanic_Team_29-,Babip,12,5,7,41.7,3.5,3.75,6.42,2.64,153.08,5.63,9.6,355,10800,397,70.4,24.9,19.8
11,Play in,PEACE__28-Oceanic_Team_29-,Tally,12,5,7,41.7,3.25,3.42,5.75,2.63,234.5,8.63,11.1,407,13400,492,63.9,23.1,22.7
11,Play in,PEACE__28-Oceanic_Team_29-,Violet,12,5,7,41.7,3.92,3,4.92,2.94,237.83,8.75,11.2,413,12600,465,62.7,27.8,23.1
11,Play in,PEACE__28-Oceanic_Team_29-,Vizicsacsi,12,5,7,41.7,2.67,3.25,3.67,1.95,213.42,7.86,10.1,373,12500,461,45,18.9,20.8
11,Play in,RED_Canids,Aegis,9,3,6,33.3,2.11,3.67,4.89,1.91,180.33,6.42,9.7,345,8900,315,61.2,18.4,20.1
11,Play in,RED_Canids,Guigo,9,3,6,33.3,2.44,4,3.67,1.53,201.33,7.17,10.4,371,13300,474,53.4,21.4,21.6
11,Play in,RED_Canids,Jojo,9,3,6,33.3,0.67,3.89,6.78,1.91,32.67,1.16,6.5,230,3600,129,65,5.8,13.4
11,Play in,RED_Canids,TitaN,9,3,6,33.3,4,3,3.33,2.44,244.22,8.7,11.9,422,14900,530,64.1,35,24.6
11,Play in,RED_Canids,Grevthar,7,2,5,28.6,2.29,3.29,4.57,2.09,210.43,7.22,10.1,347,10300,354,58.5,19.5,20.3
11,Play in,RED_Canids,Avenger,2,1,1,50,2,2,5,3.5,194,7.96,8.9,364,9800,401,66.7,19,20.8
11,Play in,Unicorns_of_Love_2e-CIS,AHaHaCiK,5,1,4,20,1.6,3.4,5.2,2,163,5.35,9.5,312,7000,230,61.8,14.5,19.1
11,Play in,Unicorns_of_Love_2e-CIS,BOSS,5,1,4,20,4.6,4.2,3.8,2,204.6,6.72,11.6,381,13000,426,76.4,41.8,23.3
11,Play in,Unicorns_of_Love_2e-CIS,Argonavt,5,1,4,20,1.4,3.4,6.6,2.35,155.6,5.11,9.7,319,12100,398,72.7,12.7,19.5
11,Play in,Unicorns_of_Love_2e-CIS,Nomanz,5,1,4,20,2.8,3.6,4.8,2.11,255.2,8.38,11.5,376,16600,546,69.1,25.5,23
11,Play in,Unicorns_of_Love_2e-CIS,SaNTaS,5,1,4,20,0.6,3.6,5.6,1.72,99.6,3.27,7.5,248,4300,142,56.4,5.5,15.1
11,Main,100_Thieves,Abbedagge,6,3,3,50,2.5,2.67,4.33,2.56,298.17,8.6,12.9,373,12700,366,56.9,20.8,21.9
11,Main,100_Thieves,Closer,6,3,3,50,2.17,3.33,5.67,2.35,193.17,5.57,10.8,310,6500,188,65.3,18.1,18.2
11,Main,100_Thieves,FBI,6,3,3,50,3.83,2.33,4.67,3.64,322.83,9.31,14.7,424,15300,442,70.8,31.9,24.9
11,Main,100_Thieves,huhi,6,3,3,50,1.67,2.33,8.17,4.21,25,0.72,8.3,238,6200,179,81.9,13.9,14
11,Main,100_Thieves,Ssumday,6,3,3,50,1.83,2.17,4.83,3.08,272,7.84,12.4,358,15400,444,55.6,15.3,21
11,Main,Cloud9,Blaber,10,3,7,30,2.4,2.6,6.4,3.38,216,6.16,11.7,333,9500,272,73.3,20,18.9
11,Main,Cloud9,Fudge,10,3,7,30,3.2,2.7,4.1,2.7,282,8.04,13.6,387,13900,398,60.8,26.7,22
11,Main,Cloud9,Perkz,10,3,7,30,3.3,2.8,5.2,3.04,313.4,8.94,14.5,413,14100,403,70.8,27.5,23.5
11,Main,Cloud9,Vulcan,10,3,7,30,0.7,3.5,8,2.49,31.3,0.89,7.7,220,4800,138,72.5,5.8,12.5
11,Main,Cloud9,Zven,10,3,7,30,2.4,2.9,4.5,2.38,328,9.36,14.2,406,13900,397,57.5,20,23.1
11,Main,DetonatioN_FocusMe,Aria,6,0,6,0,2.33,2.17,3.33,2.62,243.83,7.81,11.2,357,13200,424,75.6,31.1,22.8
11,Main,DetonatioN_FocusMe,Evi,6,0,6,0,1.67,4.17,3,1.12,218.17,6.99,10.4,333,11800,377,62.2,22.2,21.3
11,Main,DetonatioN_FocusMe,Gaeng,6,0,6,0,0.33,3.83,3.67,1.04,31.33,1,6.4,204,4200,135,53.3,4.4,13
11,Main,DetonatioN_FocusMe,Steal,6,0,6,0,1.17,4,3,1.04,160.33,5.14,9.1,292,7100,228,55.6,15.6,18.6
11,Main,DetonatioN_FocusMe,Yutapon,6,0,6,0,2,2.67,2,1.5,284,9.1,11.9,380,11900,382,53.3,26.7,24.3
11,Main,DWG_KIA,BeryL,19,14,5,73.7,1.16,2.32,8.74,4.27,44.84,1.29,8.7,250,6000,172,64.6,7.6,13.7
11,Main,DWG_KIA,Canyon,19,14,5,73.7,2.89,1.79,6.84,5.44,179.47,5.18,11.5,331,8700,252,63.6,18.9,18.1
11,Main,DWG_KIA,Ghost,19,14,5,73.7,3.79,1.58,5.37,5.8,303,8.74,14.6,422,16200,468,59.8,24.7,23.1
11,Main,DWG_KIA,Khan,19,14,5,73.7,3.53,2.89,5.95,3.27,297.58,8.58,14.5,418,17600,509,61.9,23,22.9
11,Main,DWG_KIA,ShowMaker,19,14,5,73.7,3.95,1.42,6.58,7.41,285.53,8.24,14.1,406,17500,504,68.7,25.8,22.2
11,Main,EDward_Gaming,Flandre,21,13,8,61.9,2.67,2.52,4.33,2.77,305.24,9.32,13.9,426,17200,527,56.8,21.6,23.6
11,Main,EDward_Gaming,JieJie,21,13,8,61.9,2.24,2.48,7.38,3.88,169.86,5.19,10.6,324,8700,265,78,18.1,18
11,Main,EDward_Gaming,Meiko,21,13,8,61.9,0.67,1.95,8.95,4.93,25.52,0.78,7.7,236,5000,153,78,5.4,13.1
11,Main,EDward_Gaming,Scout,21,13,8,61.9,3.29,1.81,5.19,4.68,279.33,8.53,13.1,399,13900,426,68.7,26.6,22.1
11,Main,EDward_Gaming,Viper,21,13,8,61.9,3.48,1.95,4.95,4.32,302.24,9.23,13.7,418,15800,481,68.3,28.2,23.2
11,Main,Fnatic,Adam,6,1,5,16.7,4.33,6.5,5,1.44,287.17,7.62,14.8,394,20400,541,59.6,27.7,22.4
11,Main,Fnatic,BEAN,6,1,5,16.7,4,3.67,5.33,2.55,302,8.01,14.8,394,19200,508,59.6,25.5,22.4
11,Main,Fnatic,Bwipo,6,1,5,16.7,3.67,5,8.67,2.47,232.67,6.17,13.3,354,16600,439,78.7,23.4,20.1
11,Main,Fnatic,Hylissang,6,1,5,16.7,0.5,7.83,10.83,1.45,34.67,0.92,8.5,226,7100,188,72.3,3.2,12.8
11,Main,Fnatic,Nisqy,6,1,5,16.7,3.17,4.83,7.83,2.28,297.83,7.9,14.8,392,20000,532,70.2,20.2,22.3
11,Main,FunPlus_Phoenix,Crisp,7,2,5,28.6,0.86,2.86,4.71,1.95,30.71,0.92,7.2,215,2900,88,61.9,9.5,12.6
11,Main,FunPlus_Phoenix,Doinb,7,2,5,28.6,1.57,2.86,3.86,1.9,302.29,9.04,13.6,406,11400,343,60.3,17.5,23.7
11,Main,FunPlus_Phoenix,Lwx,7,2,5,28.6,3,2.86,2.43,1.9,314.14,9.4,13.7,410,9700,290,60.3,33.3,24
11,Main,FunPlus_Phoenix,Nuguri,7,2,5,28.6,2.14,4,3.14,1.32,277.14,8.29,12.4,372,16100,481,58.7,23.8,21.7
11,Main,FunPlus_Phoenix,Tian,7,2,5,28.6,1.43,3.29,4,1.65,179,5.36,10.3,308,5700,171,60.3,15.9,18
11,Main,Gen_2e-G,Bdd,16,10,6,62.5,3.25,2.5,6.25,3.8,287.81,7.98,14,389,19500,540,67.3,23,21.6
11,Main,Gen_2e-G,Clid,16,10,6,62.5,3.25,3.06,6.44,3.16,183,5.07,11.7,326,10500,292,68.6,23,18.1
11,Main,Gen_2e-G,Life,16,10,6,62.5,1.19,2.44,9.31,4.31,24.75,0.69,8.4,234,4800,134,74.3,8.4,13
11,Main,Gen_2e-G,Ruler,16,10,6,62.5,3.5,1.56,5.69,5.88,340,9.43,16,443,16200,450,65,24.8,24.7
11,Main,Gen_2e-G,Rascal,13,8,5,61.5,2.85,2.54,3.92,2.67,311.46,8.72,14.5,407,13000,364,49.4,20.8,22.8
11,Main,Gen_2e-G,Burdol,3,2,1,66.7,3.33,6.33,5,1.32,293.33,7.8,15,399,14800,393,52.1,20.8,21.7
11,Main,Hanwha_Life_Esports,Chovy,10,4,6,40,3.5,2.3,5.4,3.87,322.1,9.03,14.9,418,21000,589,70.6,27.8,24.1
11,Main,Hanwha_Life_Esports,Deft,10,4,6,40,4,2.3,4.7,3.78,315.1,8.84,14.6,409,20200,565,69,31.7,23.6
11,Main,Hanwha_Life_Esports,Morgan,10,4,6,40,1.8,3.2,6.3,2.53,275.3,7.72,13.2,369,12600,353,64.3,14.3,21.3
11,Main,Hanwha_Life_Esports,Vsta,10,4,6,40,0.8,3.1,8.1,2.87,35.9,1.01,8,224,4800,134,70.6,6.3,12.9
11,Main,Hanwha_Life_Esports,Willer,10,4,6,40,2.5,2.8,6.4,3.18,184.4,5.17,11.1,311,7900,221,70.6,19.8,18
11,Main,LNG_Esports,Ale,7,3,4,42.9,3.43,2.86,4.14,2.65,274.86,8.68,13,411,13600,430,60.2,27.3,23.4
11,Main,LNG_Esports,icon,7,3,4,42.9,3.86,3.14,4,2.5,268.86,8.49,12.4,392,12200,384,62.5,30.7,22.3
11,Main,LNG_Esports,Iwandy,7,3,4,42.9,0.71,2,7,3.86,32,1.01,7.1,225,3200,101,61.4,5.7,12.8
11,Main,LNG_Esports,Light,7,3,4,42.9,2.86,1,5,7.86,306.86,9.69,13.4,422,17300,545,62.5,22.7,24
11,Main,LNG_Esports,Tarzan,7,3,4,42.9,1.71,1.57,6.29,5.09,167.71,5.3,9.8,309,7500,237,63.6,13.6,17.6
11,Main,MAD_Lions,Armut,11,4,7,36.4,3.18,4.18,5.55,2.09,287.64,7.76,14.3,387,15700,424,57.5,21,21.7
11,Main,MAD_Lions,Carzzy,11,4,7,36.4,3.91,3.45,5.36,2.68,328.55,8.86,15.6,420,18700,503,61.1,25.7,23.5
11,Main,MAD_Lions,Elyoya,11,4,7,36.4,3,4,7.73,2.68,198,5.34,12.2,330,9900,267,70.7,19.8,18.5
11,Main,MAD_Lions,Humanoid,11,4,7,36.4,4.18,3.82,6,2.67,330.27,8.91,15.5,419,21000,567,67.1,27.5,23.5
11,Main,MAD_Lions,Kaiser,11,4,7,36.4,0.91,3.09,10.18,3.59,32.73,0.88,8.5,229,5900,159,73.1,6,12.8
11,Main,PSG_Talon,Hanabi,6,3,3,50,5.83,3,6.33,4.06,310.5,8.44,16.1,438,21100,574,78.5,37.6,24.9
11,Main,PSG_Talon,Kaiwing,6,3,3,50,0.5,2.17,10.33,5,26.67,0.73,8.1,219,8000,217,69.9,3.2,12.5
11,Main,PSG_Talon,Maple,6,3,3,50,4.33,2.67,5,3.5,293.17,7.97,14.2,386,16600,451,60.2,28,21.9
11,Main,PSG_Talon,River,6,3,3,50,2.5,3,8.5,3.67,203.83,5.54,12.1,330,11500,313,71,16.1,18.8
11,Main,PSG_Talon,Unified,6,3,3,50,2.33,2,5.67,4,305.17,8.3,14.2,387,14500,395,51.6,15.1,22
11,Main,Rogue__28-European_Team_29-,Hans sama,8,3,5,37.5,4.13,1.88,4.63,4.67,364.5,9.85,16.2,438,17300,467,66,31.1,25
11,Main,Rogue__28-European_Team_29-,Inspired,8,3,5,37.5,3.25,3.13,5.75,2.88,199.88,5.4,12,323,11300,305,67.9,24.5,18.5
11,Main,Rogue__28-European_Team_29-,Larssen,8,3,5,37.5,3.13,2.38,4.63,3.26,319.75,8.64,14.8,399,12300,333,58.5,23.6,22.8
11,Main,Rogue__28-European_Team_29-,Odoamne,8,3,5,37.5,2,3.25,4.25,1.92,294.75,7.97,13.6,368,18100,490,47.2,15.1,21.1
11,Main,Rogue__28-European_Team_29-,Trymbi,8,3,5,37.5,0.75,3.88,9.5,2.65,28.13,0.76,8.2,220,5400,147,77.4,5.7,12.6
11,Main,Royal_Never_Give_Up,Cryin,12,7,5,58.3,2.58,2.33,9.5,5.18,236.17,6.89,12.6,367,14500,422,74.4,15.9,20.4
11,Main,Royal_Never_Give_Up,GALA,12,7,5,58.3,4.25,1.75,4.83,5.19,319.67,9.33,14.9,434,16400,479,55.9,26.2,24.1
11,Main,Royal_Never_Give_Up,Ming,12,7,5,58.3,1.17,3.75,8.75,2.64,35.42,1.03,8,232,4600,133,61,7.2,12.9
11,Main,Royal_Never_Give_Up,Wei,12,7,5,58.3,4.42,3.42,7.92,3.61,165.58,4.83,11.8,344,13000,379,75.9,27.2,19.1
11,Main,Royal_Never_Give_Up,Xiaohu,12,7,5,58.3,3.83,2.75,6.5,3.76,302.92,8.84,14.6,425,17700,516,63.6,23.6,23.6
11,Main,T1,Canna,14,10,4,71.4,2.64,1.86,4.5,3.85,262.93,8.47,12.6,405,14600,470,61,22.6,22.1
11,Main,T1,Faker,14,10,4,71.4,1.86,1.43,4.79,4.65,252.64,8.14,11.8,381,11200,360,56.7,15.9,20.8
11,Main,T1,Gumayusi,14,10,4,71.4,3.5,1,3.71,7.21,316.57,10.2,14.1,455,14600,471,61.6,29.9,24.9
11,Main,T1,Keria,14,10,4,71.4,0.57,1.21,8.57,7.53,27.07,0.87,7.7,248,3800,123,78,4.9,13.5
11,Main,T1,Oner,14,10,4,71.4,3.14,1.71,5.14,4.83,173.64,5.6,10.6,342,9400,303,70.7,26.8,18.7
11,Main,Team_Liquid,Alphari,7,3,4,42.9,2.71,2.43,3.14,2.41,287.86,8.61,13.3,397,13200,396,54.7,25.3,22.9
11,Main,Team_Liquid,CoreJJ,7,3,4,42.9,0.86,3.57,6.71,2.12,37.43,1.12,7.5,224,3500,105,70.7,8,12.9
11,Main,Team_Liquid,Jensen,7,3,4,42.9,3.43,2.14,4.71,3.8,283.57,8.49,13.5,404,16400,492,76,32,23.3
11,Main,Team_Liquid,Santorin,7,3,4,42.9,1.71,2.14,7.57,4.33,160.71,4.81,10.3,307,8000,240,86.7,16,17.7
11,Main,Team_Liquid,Tactical,7,3,4,42.9,2,2.43,3.43,2.24,311,9.31,13.4,400,15000,449,50.7,18.7,23.1
12,Play in,Beyond_Gaming,Husha,5,2,3,40,3,2.6,8.4,4.38,157,4.92,10.4,325,9800,308,86.4,22.7,18.6
12,Play in,Beyond_Gaming,Kino,5,2,3,40,0.2,5,9,1.84,36.2,1.13,7.1,222,3100,98,69.7,1.5,12.7
12,Play in,Beyond_Gaming,Minji,5,2,3,40,6,2.8,4.8,3.86,236,7.4,12.6,396,14300,449,81.8,45.5,22.7
12,Play in,Beyond_Gaming,Wako,5,2,3,40,2.6,2,6.4,4.5,302.4,9.48,13.7,428,19500,611,68.2,19.7,24.6
12,Play in,Beyond_Gaming,Likai,4,1,3,25,1,2.25,4.75,2.56,275.25,8.23,12.2,365,12400,370,43.4,7.5,21.5
12,Play in,Beyond_Gaming,Liang,1,1,0,100,3,1,5,8,216,8.4,10.4,404,8900,348,61.5,23.1,20.2
12,Play in,Chiefs_Esports_Club,Aladoric,5,0,5,0,0.4,4.2,5.6,1.43,32.4,1.15,5.9,209,4000,142,68.2,4.5,12.9
12,Play in,Chiefs_Esports_Club,Arthur,5,0,5,0,3,4,3.8,1.7,155.8,5.55,9.6,342,10700,381,77.3,34.1,21.1
12,Play in,Chiefs_Esports_Club,Raes,5,0,5,0,2,4,3.6,1.4,238.4,8.49,10.4,369,12400,441,63.6,22.7,22.7
12,Play in,Chiefs_Esports_Club,Tally,5,0,5,0,1.6,3.4,4.8,1.88,229.4,8.17,9.9,353,14200,506,72.7,18.2,21.8
12,Play in,Chiefs_Esports_Club,Topoon,5,0,5,0,1.8,3.8,3,1.26,212.8,7.58,9.8,348,14600,519,54.5,20.5,21.4
12,Play in,DetonatioN_FocusMe,Evi,14,7,7,50,2.21,3.71,5.64,2.12,243.43,7.44,12,367,18600,569,56.7,16,20.6
12,Play in,DetonatioN_FocusMe,Harp,14,7,7,50,0.71,3.36,9,2.89,28,0.86,7.6,231,7700,236,70.1,5.2,13
12,Play in,DetonatioN_FocusMe,Steal,14,7,7,50,1.93,3.43,8.29,2.98,151.79,4.64,9.9,303,10600,323,73.7,13.9,17
12,Play in,DetonatioN_FocusMe,Yaharong,14,7,7,50,3.71,2.79,5,3.13,296.07,9.04,13.8,421,20700,631,62.9,26.8,23.6
12,Play in,DetonatioN_FocusMe,Yutapon,14,7,7,50,5.29,2.71,4.5,3.61,318.71,9.74,15.1,460,19600,597,70.6,38.1,25.8
12,Play in,DRX,BeryL,5,5,0,100,1.6,1.4,9,7.57,33,1.1,7.6,255,7000,232,57.6,8.7,13
12,Play in,DRX,Deft,5,5,0,100,4.6,1.2,8,10.5,295.6,9.86,14.1,469,23100,771,68.5,25,24
12,Play in,DRX,Kingen,5,5,0,100,2.8,2.4,6,3.67,238.8,7.96,11.9,398,16800,559,47.8,15.2,20.4
12,Play in,DRX,Zeka,5,5,0,100,7.4,0.8,4.8,15.25,321.8,10.73,15.6,519,22200,742,66.3,40.2,26.5
12,Play in,DRX,Pyosik,3,3,0,100,1.33,1.67,10,6.8,130.33,3.97,9.4,287,9100,276,61.8,7.3,15.2
12,Play in,DRX,Juhan,2,2,0,100,3,1.5,9.5,8.33,147.5,5.74,9.4,365,12200,476,67.6,16.2,17.5
12,Play in,Evil_Geniuses_2e-NA,Impact,10,8,2,80,4.2,1.2,5.6,8.17,253.3,8.18,13.5,436,17600,568,56.6,24.3,23
12,Play in,Evil_Geniuses_2e-NA,Inspired,10,8,2,80,2.9,0.9,9.7,14,159,5.13,10.6,341,9900,319,72.8,16.8,17.9
12,Play in,Evil_Geniuses_2e-NA,jojopyun,10,8,2,80,3.7,2.6,7.1,4.15,242.1,7.82,12.2,393,17100,553,62.4,21.4,20.7
12,Play in,Evil_Geniuses_2e-NA,Kaori,10,8,2,80,5.7,1.9,5.1,5.68,305.7,9.87,14.8,479,16000,516,62.4,32.9,25.2
12,Play in,Evil_Geniuses_2e-NA,Vulcan,10,8,2,80,0.8,1.7,11.9,7.47,30.5,0.98,7.8,250,5300,171,73.4,4.6,13.2
12,Play in,Fnatic,Humanoid,5,4,1,80,5.2,1.8,3.8,5,269.4,8.78,13.9,453,25200,822,59.2,34.2,23.3
12,Play in,Fnatic,Razork,5,4,1,80,2.4,2.6,8,4,197.4,6.44,11.4,370,12300,402,68.4,15.8,19
12,Play in,Fnatic,Upset,5,4,1,80,5.4,0.4,4.6,25,318.2,10.37,14.8,483,16000,522,65.8,35.5,24.8
12,Play in,Fnatic,Wunder,5,4,1,80,1.4,2,5.2,3.3,263.4,8.59,11.9,387,15100,494,43.4,9.2,19.9
12,Play in,Fnatic,Hylissang,3,2,1,66.7,1.33,4.33,7.67,2.08,36.67,1.17,7.8,248,7900,252,55.1,8.2,13.1
12,Play in,Fnatic,Rhuckz,2,2,0,100,0,0,11,22,40.5,1.36,7.6,255,4000,136,81.5,0,12.6
12,Play in,Istanbul_Wildcats,Farfetch,5,0,5,0,0.2,6.4,7.8,1.25,27,0.84,6.6,205,6600,206,69,1.7,12.8
12,Play in,Istanbul_Wildcats,Ferret,5,0,5,0,1.4,4.8,7,1.75,132,4.12,8.9,277,10500,328,72.4,12.1,17.2
12,Play in,Istanbul_Wildcats,HolyPhoenix,5,0,5,0,4.4,3,5.6,3.33,297.4,9.28,13.6,423,15900,497,86.2,37.9,26.3
12,Play in,Istanbul_Wildcats,Serin,5,0,5,0,3.8,3.6,5,2.44,257,8.02,12.4,387,24800,772,75.9,32.8,24
12,Play in,Istanbul_Wildcats,StarScreen,5,0,5,0,1.8,4,5.2,1.75,213.8,6.67,10.2,317,13800,431,60.3,15.5,19.7
12,Play in,Isurus,ADD,5,1,4,20,2.6,5,4.6,1.44,190.2,6.46,9.9,338,14800,502,67.9,24.5,20.5
12,Play in,Isurus,Gavotto,5,1,4,20,2.2,3.6,4,1.72,236.6,8.04,11.1,379,11500,390,58.5,20.8,23
12,Play in,Isurus,Grell,5,1,4,20,3.2,5.2,5.8,1.73,190.2,6.46,10.7,364,13700,465,84.9,30.2,22.1
12,Play in,Isurus,Jelly,5,1,4,20,0.8,6,5.4,1.03,33.8,1.15,6.4,217,4800,162,58.5,7.5,13.2
12,Play in,Isurus,seiya,5,1,4,20,1.8,3.2,4.6,2,224.4,7.62,10.2,346,12200,414,60.4,17,21
12,Play in,LOUD,Brance,10,4,6,40,3.6,2.8,5.9,3.39,252,8.3,12.1,400,16900,558,66.4,25.2,22.9
12,Play in,LOUD,Ceos,10,4,6,40,0.6,4,9.5,2.53,33.4,1.1,6.9,228,4900,161,70.6,4.2,13.1
12,Play in,LOUD,Croc,10,4,6,40,2.7,3.8,6.5,2.42,148.8,4.9,9.9,327,11500,379,64.3,18.9,18.7
12,Play in,LOUD,Robo,10,4,6,40,4.2,4.4,5.6,2.23,234.1,7.71,12.4,408,19300,636,68.5,29.4,23.3
12,Play in,LOUD,tinowns,10,4,6,40,3.2,2.5,6.1,3.72,239.7,7.9,11.7,384,15600,513,65,22.4,22
12,Play in,MAD_Lions,Armut,12,6,6,50,1.75,2.92,6.33,2.77,246.67,7.79,12.2,384,14200,448,59.9,13,21.1
12,Play in,MAD_Lions,Elyoya,12,6,6,50,3.92,2,6.67,5.29,189.42,5.98,11.8,373,9700,306,78.4,29,20.4
12,Play in,MAD_Lions,Kaiser,12,6,6,50,0.33,3.5,7.83,2.33,32.17,1.02,7.1,226,4300,135,60.5,2.5,12.4
12,Play in,MAD_Lions,Nisqy,12,6,6,50,3.5,2.92,6.42,3.4,265.67,8.39,12.9,408,18600,586,73.5,25.9,22.4
12,Play in,MAD_Lions,UNF0RGIVEN,12,6,6,50,4,2.25,5.08,4.04,284.75,8.99,13.7,433,16400,516,67.3,29.6,23.7
12,Play in,Royal_Never_Give_Up,Breathe,9,7,2,77.8,4.22,2.33,4.33,3.67,284,8.62,14.1,429,17400,528,47.5,23.5,21.8
12,Play in,Royal_Never_Give_Up,GALA,9,7,2,77.8,4.78,1.22,7,9.64,339.56,10.31,16,484,20300,615,65.4,26.5,24.6
12,Play in,Royal_Never_Give_Up,Ming,9,7,2,77.8,1,2.33,11.44,5.33,32.78,0.99,8.3,251,5300,162,69.1,5.6,12.8
12,Play in,Royal_Never_Give_Up,Wei,9,7,2,77.8,3.67,1.44,8.78,8.62,183.89,5.58,12.2,370,11700,355,69.1,20.4,18.8
12,Play in,Royal_Never_Give_Up,Xiaohu,9,7,2,77.8,4.33,2.33,7.56,5.1,282.44,8.57,14.2,432,18800,571,66,24.1,22
12,Play in,Saigon_Buffalo,BeanJ,9,3,6,33.3,1.89,3.56,6,2.22,149.89,5,9.5,316,9200,306,62.8,15,17.8
12,Play in,Saigon_Buffalo,Froggy,9,3,6,33.3,1.56,2.67,6,2.83,233.89,7.8,10.8,360,14800,492,60.2,12.4,20.3
12,Play in,Saigon_Buffalo,Hasmed,9,3,6,33.3,3.22,3,3.33,2.19,240.56,8.02,11.7,392,14800,493,52.2,25.7,22.1
12,Play in,Saigon_Buffalo,Shogun,9,3,6,33.3,4.89,1.89,4.22,4.82,303,10.1,13.9,462,19200,641,72.6,38.9,26.1
12,Play in,Saigon_Buffalo,Taki,9,3,6,33.3,1,3.11,8.22,2.96,33.11,1.1,7.3,243,5000,166,73.5,8,13.7
12,Main,100_Thieves,Abbedagge,6,1,5,16.7,1.83,2.83,3.83,2,262.67,8.54,11.6,378,14200,463,64.2,20.8,22.6
12,Main,100_Thieves,Closer,6,1,5,16.7,2,2,3.83,2.92,152.17,4.95,9.3,303,5500,179,66,22.6,18.1
12,Main,100_Thieves,FBI,6,1,5,16.7,2.17,3.17,4.17,2,198.17,6.45,10.9,356,12600,409,71.7,24.5,21.3
12,Main,100_Thieves,huhi,6,1,5,16.7,0.67,3,5.33,2,88.67,2.88,8,261,5000,164,67.9,7.5,15.6
12,Main,100_Thieves,Ssumday,6,1,5,16.7,2.17,2.83,3.33,1.94,263.83,8.58,11.6,378,13900,454,62.3,24.5,22.6
